GEOID,NMTC Eligibility,Opportunity Zone
12033003305,Not Eligible,No
12033003307,Not Eligible,No
12033003308,Not Eligible,No
12033003310,Not Eligible,No
12033003311,Eligible,No
12033003312,Severe Distress or Non-Metropolitan,No
12033003313,Severe Distress or Non-Metropolitan,No
12033003400,Eligible,No
12033003505,Eligible,No
12033003506,Eligible,No
12033003507,Not Eligible,No
12033003509,Not Eligible,No
12033003510,Severe Distress or Non-Metropolitan,No
12033003511,Not Eligible,No
12033003512,Eligible,No
12033003603,Not Eligible,No
12033003607,Eligible,No
12033003608,Not Eligible,No
12033003609,Not Eligible,No
12033003610,Not Eligible,No
12033003611,Not Eligible,No
12033003612,Not Eligible,No
12033003613,Not Eligible,No
12033003614,Not Eligible,No
12033003700,Not Eligible,No
12033003800,Not Eligible,No
12033003900,Not Eligible,No
12033004000,Eligible,Low-Income Community
12033990000,Not Eligible,No
12035060103,Not Eligible,No
12035060104,Not Eligible,No
12035060105,Not Eligible,No
12035060106,Not Eligible,No
12035060107,Not Eligible,No
12035060206,Eligible,No
12035060207,Not Eligible,No
12035060208,Not Eligible,No
12035060210,Eligible,No
12035060211,Not Eligible,No
12035060212,Eligible,No
12035060213,Eligible,Low-Income Community
12035060214,Eligible,No
12035060215,Not Eligible,No
12035060216,Eligible,No
12035060217,Not Eligible,No
12035060218,Not Eligible,No
12035060219,Not Eligible,No
12035060220,Not Eligible,No
12035060301,Not Eligible,No
12035060302,Not Eligible,No
12035060303,Not Eligible,No
12035060304,Not Eligible,No
12035990000,Not Eligible,No
12037970101,Severe Distress or Non-Metropolitan,No
12037970102,Not Eligible,No
12037970200,Severe Distress or Non-Metropolitan,Low-Income Community
12037970302,Severe Distress or Non-Metropolitan,No
12037970304,Not Eligible,No
12037990000,Not Eligible,No
12037990100,Not Eligible,No
12039020101,Not Eligible,No
12039020103,Eligible,No
12039020104,Eligible,No
12039020300,Severe Distress or Non-Metropolitan,No
12039020400,Eligible,No
12039020500,Not Eligible,No
12039020600,Not Eligible,No
12039020701,Severe Distress or Non-Metropolitan,No
12039020702,Deep Distress or High Migration Rural County,No
12039020800,Eligible,No
12041950100,Eligible,Low-Income Community
12041950201,Not Eligible,Low-Income Community
12041950202,Not Eligible,No
12041950203,Not Eligible,No
12041950204,Severe Distress or Non-Metropolitan,No
12043000100,Deep Distress or High Migration Rural County,No
12043000201,Severe Distress or Non-Metropolitan,No
12043000202,Deep Distress or High Migration Rural County,No
12043000300,Severe Distress or Non-Metropolitan,Low-Income Community
12043990000,Not Eligible,No
12045960101,Severe Distress or Non-Metropolitan,No
12045960102,Not Eligible,No
12045960200,Not Eligible,Low-Income Community
12045960301,Severe Distress or Non-Metropolitan,No
12045960302,Not Eligible,No
12045990000,Not Eligible,No
12047960101,Deep Distress or High Migration Rural County,No
12047960102,Severe Distress or Non-Metropolitan,No
12047960103,Severe Distress or Non-Metropolitan,No
12047960201,Severe Distress or Non-Metropolitan,No
12047960202,Deep Distress or High Migration Rural County,No
12047960300,Severe Distress or Non-Metropolitan,Low-Income Community
12049970101,Not Eligible,No
12049970102,Severe Distress or Non-Metropolitan,Low-Income Community
12049970201,Severe Distress or Non-Metropolitan,No
12049970202,Not Eligible,No
12049970301,Severe Distress or Non-Metropolitan,No
12049970302,Not Eligible,No
12049970401,Deep Distress or High Migration Rural County,No
12049970402,Not Eligible,No
12051000101,Severe Distress or Non-Metropolitan,No
12051000102,Not Eligible,No
12051000200,Severe Distress or Non-Metropolitan,Low-Income Community
12051000300,Severe Distress or Non-Metropolitan,No
12051000401,Severe Distress or Non-Metropolitan,No
12051000403,Severe Distress or Non-Metropolitan,No
12051000404,Severe Distress or Non-Metropolitan,No
12051000601,Severe Distress or Non-Metropolitan,No
12051000602,Severe Distress or Non-Metropolitan,No
12051990000,Not Eligible,No
12053040101,Not Eligible,No
12053040102,Eligible,No
12053040201,Severe Distress or Non-Metropolitan,No
12053040202,Eligible,No
12053040301,Not Eligible,No
12053040302,Not Eligible,No
12053040303,Not Eligible,No
12053040400,Severe Distress or Non-Metropolitan,Low-Income Community
12053040501,Severe Distress or Non-Metropolitan,No
12053040502,Severe Distress or Non-Metropolitan,Low-Income Community
12053040601,Not Eligible,No
12053040602,Not Eligible,No
12053040701,Not Eligible,No
12053040702,Not Eligible,No
12053040801,Deep Distress or High Migration Rural County,No
12053040802,Eligible,No
12053040901,Eligible,No
12053040906,Deep Distress or High Migration Rural County,No
12053040907,Not Eligible,No
12053040908,Not Eligible,No
12053040909,Not Eligible,No
12053040910,Not Eligible,No
12053040911,Not Eligible,No
12053040912,Not Eligible,No
12053040913,Not Eligible,No
12053041003,Severe Distress or Non-Metropolitan,No
12053041004,Not Eligible,No
12053041005,Not Eligible,No
12053041006,Not Eligible,No
12053041103,Eligible,No
12053041104,Not Eligible,Low-Income Community
12053041105,Not Eligible,No
12053041106,Eligible,No
12053041201,Not Eligible,No
12053041203,Eligible,No
12053041204,Severe Distress or Non-Metropolitan,Low-Income Community
12053041302,Eligible,Low-Income Community
12053041303,Not Eligible,No
12053041304,Eligible,No
12053041305,Severe Distress or Non-Metropolitan,No
12053041401,Severe Distress or Non-Metropolitan,No
12053041402,Eligible,No
12053041501,Not Eligible,No
12053041502,Severe Distress or Non-Metropolitan,No
12053041601,Not Eligible,No
12053041602,Deep Distress or High Migration Rural County,No
12053990000,Not Eligible,No
12055960101,Not Eligible,No
12055960102,Not Eligible,No
12055960104,Deep Distress or High Migration Rural County,No
12055960105,Eligible,No
12055960200,Severe Distress or Non-Metropolitan,No
12055960300,Deep Distress or High Migration Rural County,Low-Income Community
12055960401,Severe Distress or Non-Metropolitan,No
12055960402,Eligible,No
12055960501,Deep Distress or High Migration Rural County,No
12055960503,Not Eligible,No
12055960504,Severe Distress or Non-Metropolitan,No
12055960601,Severe Distress or Non-Metropolitan,No
12055960602,Not Eligible,No
12055960700,Not Eligible,No
12055960800,Deep Distress or High Migration Rural County,No
12055960900,Deep Distress or High Migration Rural County,No
12055961000,Not Eligible,No
12055961100,Severe Distress or Non-Metropolitan,No
12055961201,Deep Distress or High Migration Rural County,No
12055961202,Eligible,No
12055961301,Not Eligible,No
12055961303,Eligible,No
12055961304,Eligible,No
12055961401,Not Eligible,No
12055961402,Not Eligible,No
12055961500,Eligible,No
12055961601,Eligible,No
12055961602,Not Eligible,No
12055961604,Deep Distress or High Migration Rural County,No
12055961605,Eligible,No
12055961701,Eligible,No
12055961702,Severe Distress or Non-Metropolitan,No
12055980000,Not Eligible,No
12055980100,Not Eligible,No
12055980200,Not Eligible,No
12057000101,Severe Distress or Non-Metropolitan,No
12057000102,Deep Distress or High Migration Rural County,Low-Income Community
12057000201,Deep Distress or High Migration Rural County,Low-Income Community
12057000202,Deep Distress or High Migration Rural County,Low-Income Community
12057000301,Deep Distress or High Migration Rural County,No
12057000302,Eligible,No
12057000401,Eligible,No
12057000402,Eligible,No
12057000500,Not Eligible,No
12057000601,Eligible,No
12057000602,Severe Distress or Non-Metropolitan,No
12057000701,Deep Distress or High Migration Rural County,No
12057000702,Severe Distress or Non-Metropolitan,No
12057000800,Severe Distress or Non-Metropolitan,No
12057000901,Deep Distress or High Migration Rural County,No
12057000902,Severe Distress or Non-Metropolitan,No
12057001001,Severe Distress or Non-Metropolitan,No
12057001002,Eligible,Low-Income Community
12057001100,Eligible,No
12057001200,Eligible,No
12057001300,Eligible,No
12057001400,Eligible,No
12057001500,Not Eligible,No
12057001600,Not Eligible,No
12057001700,Not Eligible,No
12057001800,Severe Distress or Non-Metropolitan,Low-Income Community
12057001900,Deep Distress or High Migration Rural County,No
12057002000,Severe Distress or Non-Metropolitan,No
12057002100,Eligible,No
12057002200,Not Eligible,No
12057002300,Not Eligible,No
12057002400,Eligible,No
12057002500,Severe Distress or Non-Metropolitan,No
12057002600,Severe Distress or Non-Metropolitan,Low-Income Community
12057002701,Eligible,No
12057002702,Not Eligible,No
12057002800,Not Eligible,No
12057002900,Severe Distress or Non-Metropolitan,Low-Income Community
12057003000,Deep Distress or High Migration Rural County,Low-Income Community
12057003100,Deep Distress or High Migration Rural County,Low-Income Community
12057003200,Severe Distress or Non-Metropolitan,Low-Income Community
12057003300,Deep Distress or High Migration Rural County,Low-Income Community
12057003400,Deep Distress or High Migration Rural County,Low-Income Community
12057003500,Deep Distress or High Migration Rural County,Low-Income Community
12057003600,Severe Distress or Non-Metropolitan,Low-Income Community
12057003700,Severe Distress or Non-Metropolitan,No
12057003800,Eligible,No
12057004100,Severe Distress or Non-Metropolitan,No
12057004200,Eligible,Low-Income Community
12057004300,Deep Distress or High Migration Rural County,Low-Income Community
12057004400,Deep Distress or High Migration Rural County,No
12057004500,Severe Distress or Non-Metropolitan,Low-Income Community
12057004601,Not Eligible,No
12057004602,Not Eligible,No
12057004700,Not Eligible,No
12057004800,Not Eligible,No
12057004901,Eligible,No
12057004902,Not Eligible,No
12057005000,Deep Distress or High Migration Rural County,No
12057005101,Not Eligible,Low-Income Community
12057005102,Not Eligible,No
12057005301,Not Eligible,No
12057005302,Severe Distress or Non-Metropolitan,No
12057005401,Not Eligible,No
12057005500,Not Eligible,No
12057005700,Not Eligible,No
12057005800,Not Eligible,No
12057005900,Not Eligible,No
12057006000,Not Eligible,No
12057006101,Not Eligible,No
12057006103,Not Eligible,No
12057006200,Not Eligible,No
12057006300,Not Eligible,No
12057006400,Not Eligible,No
12057006501,Not Eligible,No
12057006503,Eligible,No
12057006504,Not Eligible,No
12057006600,Not Eligible,No
12057006700,Not Eligible,No
12057006801,Not Eligible,No
12057006802,Not Eligible,No
12057006900,Not Eligible,No
12057007001,Severe Distress or Non-Metropolitan,No
12057007002,Severe Distress or Non-Metropolitan,No
12057007102,Not Eligible,No
12057007103,Not Eligible,No
12057007200,Not Eligible,No
12057007300,Not Eligible,No
12057010105,Eligible,No
12057010106,Not Eligible,No
12057010107,Eligible,No
12057010108,Not Eligible,No
12057010203,Eligible,Low-Income Community
12057010204,Eligible,No
12057010210,Not Eligible,No
12057010211,Not Eligible,No
12057010212,Not Eligible,No
12057010213,Severe Distress or Non-Metropolitan,No
12057010215,Not Eligible,No
12057010216,Not Eligible,No
12057010217,Not Eligible,No
12057010218,Not Eligible,No
12057010303,Eligible,No
12057010304,Not Eligible,No
12057010305,Severe Distress or Non-Metropolitan,No
12057010401,Severe Distress or Non-Metropolitan,No
12057010402,Severe Distress or Non-Metropolitan,No
12057010501,Severe Distress or Non-Metropolitan,No
12057010502,Not Eligible,No
12057010600,Not Eligible,No
12057010701,Not Eligible,No
12057010702,Not Eligible,No
12057010805,Deep Distress or High Migration Rural County,Low-Income Community
12057010808,Severe Distress or Non-Metropolitan,No
12057010809,Deep Distress or High Migration Rural County,No
12057010810,Not Eligible,No
12057010811,Eligible,No
12057010814,Deep Distress or High Migration Rural County,No
12057010815,Deep Distress or High Migration Rural County,Low-Income Community
12057010816,Severe Distress or Non-Metropolitan,Low-Income Community
12057010817,Deep Distress or High Migration Rural County,No
12057010819,Severe Distress or Non-Metropolitan,No
12057010820,Deep Distress or High Migration Rural County,No
12057010821,Deep Distress or High Migration Rural County,No
12057010822,Severe Distress or Non-Metropolitan,No
12057010823,Deep Distress or High Migration Rural County,No
12057010824,Deep Distress or High Migration Rural County,No
12057010900,Deep Distress or High Migration Rural County,No
12057011003,Not Eligible,No
12057011005,Not Eligible,No
12057011006,Not Eligible,No
12057011007,Not Eligible,No
12057011008,Not Eligible,No
12057011010,Severe Distress or Non-Metropolitan,No
12057011013,Not Eligible,No
12057011016,Not Eligible,No
12057011017,Not Eligible,No
12057011018,Severe Distress or Non-Metropolitan,No
12057011019,Not Eligible,No
12057011103,Not Eligible,No
12057011106,Not Eligible,No
12057011107,Not Eligible,No
12057011108,Not Eligible,No
12057011109,Not Eligible,No
12057011203,Not Eligible,No
12057011204,Not Eligible,No
12057011205,Not Eligible,No
12057011206,Severe Distress or Non-Metropolitan,No
12057011301,Not Eligible,No
12057011303,Not Eligible,No
12057011304,Not Eligible,No
12057011407,Not Eligible,No
12057011408,Not Eligible,No
12057011409,Not Eligible,No
12057011410,Not Eligible,No
12057011411,Not Eligible,No
12057011412,Not Eligible,No
12057011413,Not Eligible,No
12057011414,Eligible,No
12057011415,Eligible,No
12057011416,Not Eligible,No
12057011417,Eligible,No
12057011418,Not Eligible,No
12057011504,Not Eligible,No
12057011506,Not Eligible,No
12057011509,Not Eligible,No
12057011510,Not Eligible,No
12057011512,Not Eligible,No
12057011514,Not Eligible,No
12057011515,Not Eligible,No
12057011516,Not Eligible,No
12057011518,Not Eligible,No
12057011519,Not Eligible,No
12057011520,Not Eligible,No
12057011521,Not Eligible,No
12057011522,Not Eligible,No
12057011523,Not Eligible,No
12057011524,Not Eligible,No
12057011525,Not Eligible,No
12057011526,Not Eligible,No
12057011527,Not Eligible,No
12057011528,Not Eligible,No
12057011603,Not Eligible,No
12057011605,Eligible,No
12057011610,Eligible,No
12057011611,Eligible,No
12057011612,Not Eligible,No
12057011613,Not Eligible,No
12057011614,Eligible,No
12057011615,Eligible,No
12057011616,Not Eligible,No
12057011617,Not Eligible,No
12057011708,Not Eligible,No
12057011712,Eligible,No
12057011713,Not Eligible,No
12057011714,Not Eligible,No
12057011715,Eligible,No
12057011716,Not Eligible,No
12057011802,Eligible,No
12057011804,Eligible,No
12057011805,Deep Distress or High Migration Rural County,No
12057011806,Eligible,No
12057011905,Eligible,No
12057011907,Not Eligible,No
12057011908,Severe Distress or Non-Metropolitan,No
12057011909,Deep Distress or High Migration Rural County,No
12057011910,Eligible,No
12057011911,Eligible,No
12057012001,Not Eligible,No
12057012002,Severe Distress or Non-Metropolitan,Low-Income Community
12057012103,Eligible,No
12057012106,Not Eligible,No
12057012107,Severe Distress or Non-Metropolitan,No
12057012108,Not Eligible,No
12057012109,Severe Distress or Non-Metropolitan,No
12057012110,Eligible,No
12057012206,Not Eligible,No
12057012207,Not Eligible,No
12057012208,Not Eligible,No
12057012209,Not Eligible,No
12057012210,Not Eligible,No
12057012211,Not Eligible,No
12057012212,Eligible,No
12057012213,Not Eligible,No
12057012301,Not Eligible,No
12057012303,Not Eligible,No
12057012304,Not Eligible,No
12057012401,Eligible,No
12057012402,Not Eligible,No
12057012403,Eligible,No
12057012501,Eligible,No
12057012503,Not Eligible,No
